Depth, Pressure
110.401, 7.7220310653
110.401, 7.7220310653
111.424, 7.870099968000001
111.424, 7.870099968000001
112.478, 8.0107506468
112.478, 8.0107506468
113.52201, 8.151924720492
113.52201, 8.151924720492
114.566, 8.2943263548
114.566, 8.2943263548
115.62, 8.438687568
115.62, 8.438687568
116.66401, 8.58355453575
116.66401, 8.58355453575
117.71801, 8.718843269655002
117.71801, 8.718843269655002
118.76101, 8.865996316641
118.76101, 8.865996316641
119.805, 9.014451673500002
119.805, 9.014451673500002
120.859, 9.1648950867
120.859, 9.1648950867
121.903, 9.303856385400001
121.903, 9.303856385400001
122.94699, 9.443841079977
122.94699, 9.443841079977
124.001, 9.597789000899999
124.001, 9.597789000899999
125.04399, 9.739851442686
125.04399, 9.739851442686
126.088, 9.8830170072
126.088, 9.8830170072
127.142, 10.027994680800001
127.142, 10.027994680800001
128.18599, 10.173211905771
128.18599, 10.173211905771
129.23999, 10.320252617466002
129.23999, 10.320252617466002
130.284, 10.467524667600001
130.284, 10.467524667600001
131.327, 10.6157392488
131.327, 10.6157392488
132.381, 10.765871586900001
132.381, 10.765871586900001
133.42501, 10.916220563153999
133.42501, 10.916220563153999
134.47901, 11.068415949158998
134.47901, 11.068415949158998
135.523, 11.220816517200001
135.523, 11.220816517200001
136.567, 11.360844849600001
136.567, 11.360844849600001
137.62, 11.515945266
137.62, 11.515945266
138.66401, 11.671321988897997
138.66401, 11.671321988897997
139.71801, 11.814862305222002
139.71801, 11.814862305222002
140.762, 11.972188157400002
140.762, 11.972188157400002
141.806, 12.1166278506
141.806, 12.1166278506
142.86, 12.276759816000004
142.86, 12.276759816000004
143.903, 12.422858184
143.903, 12.422858184
144.94699, 12.569860951596
144.94699, 12.569860951596
146.001, 12.718555912800001
146.001, 12.718555912800001
147.045, 12.881627248499997
147.045, 12.881627248499997
148.08901, 13.031196097257
148.08901, 13.031196097257
149.14299, 13.182465514419002
149.14299, 13.182465514419002
150.18599, 13.333587285195001
150.18599, 13.333587285195001
151.23999, 13.486508504271002
151.23999, 13.486508504271002
152.284, 13.6393621452
152.284, 13.6393621452
153.32801, 13.793035125177001
153.32801, 13.793035125177001
154.38201, 13.948430041701002
154.38201, 13.948430041701002
155.426, 14.103743804999999
155.426, 14.103743804999999
156.48, 14.260789151999997
156.48, 14.260789151999997
157.523, 14.417654877899999
157.523, 14.417654877899999
158.567, 14.559875647200002
158.567, 14.559875647200002
159.62101, 14.71929181614
159.62101, 14.71929181614
160.665, 14.878607256000002
160.665, 14.878607256000002
161.719, 15.0396729372
161.719, 15.0396729372
162.763, 15.184664835300003
162.763, 15.184664835300003
163.806, 15.346247013000001
163.806, 15.346247013000001
164.86, 15.509682594000003
164.86, 15.509682594000003
165.904, 15.656725468800003
165.904, 15.656725468800003
166.948, 15.804382842
166.948, 15.804382842
168.002, 15.970085317800004
168.002, 15.970085317800004
169.04599, 16.119076093668
169.04599, 16.119076093668
170.099, 16.2862308144
170.099, 16.2862308144
171.14299, 16.436555645301
171.14299, 16.436555645301
172.187, 16.604388440100003
172.187, 16.604388440100003
173.241, 16.7570129106
173.241, 16.7570129106
174.28501, 16.92638588619
174.28501, 16.92638588619
175.329, 17.0793764757
175.329, 17.0793764757
176.38201, 17.233862880276003
176.38201, 17.233862880276003
177.426, 17.3880851094
177.426, 17.3880851094
